Stationsnummer;Name des Projektionssystems;Rechtswert (lokal);Hochwert (lokal);Projektionssystem gültig ab;Höhe;Höhensystem;Name der hydrologischen Einheit;Einzugsgebietsnummer;Einzugsgebietsname
UR1207-Q1061;CH1903+ / LV95;2690835.626;1195944.643;01.01.1950 00:00;645;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1062;CH1903+ / LV95;2690775.626;1195889.642;01.01.1950 00:00;618;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1063;CH1903+ / LV95;2690640.628;1195889.639;01.01.1950 00:00;520;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1064;CH1903+ / LV95;2690620.627;1195769.638;01.01.1950 00:00;525;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1065;CH1903+ / LV95;2690650.626;1195739.638;01.01.1950 00:00;545;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1066;CH1903+ / LV95;2691025.623;1195599.644;01.01.1950 00:00;795;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1067;CH1903+ / LV95;2693370.62;1195774.685;01.01.1950 00:00;1590;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1068;CH1903+ / LV95;2693300.626;1195359.677;01.01.1950 00:00;1664;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1069;CH1903+ / LV95;2693540.624;1195549.684;01.01.1950 00:00;1635;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1070;CH1903+ / LV95;2693650.623;1195589.687;01.01.1950 00:00;1665;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1071;CH1903+ / LV95;2693000.616;1196064.683;01.01.1950 00:00;1440;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1072;CH1903+ / LV95;2693820.625;1195474.688;01.01.1950 00:00;1733;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1073;CH1903+ / LV95;2693710.626;1195419.685;01.01.1950 00:00;1727;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1074;CH1903+ / LV95;2694075.626;1195409.691;01.01.1950 00:00;1833;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1075;CH1903+ / LV95;2690770.626;1195379.637;01.01.1950 00:00;620;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1076;CH1903+ / LV95;2690825.626;1195344.637;01.01.1950 00:00;650;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1077;CH1903+ / LV95;2690740.627;1195309.635;01.01.1950 00:00;615;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1078;CH1903+ / LV95;2690745.627;1195259.634;01.01.1950 00:00;605;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1079;CH1903+ / LV95;2690675.629;1195079.63;01.01.1950 00:00;579;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1080;CH1903+ / LV95;2690530.622;1194739.622;01.01.1950 00:00;447;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1081;CH1903+ / LV95;2690490.627;1195159.628;01.01.1950 00:00;455;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1082;CH1903+ / LV95;2693600.628;1195259.681;01.01.1950 00:00;1743;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1083;CH1903+ / LV95;2693605.628;1195249.681;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1084;CH1903+ / LV95;2693511.959;1194960.098;01.01.1950 00:00;1730;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1085;CH1903+ / LV95;2693541.484;1194951.42;01.01.1950 00:00;1715;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1086;CH1903+ / LV95;2693530.873;1194884.561;01.01.1950 00:00;1715;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1087;CH1903+ / LV95;2693583.723;1194888.033;01.01.1950 00:00;1720;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1088;CH1903+ / LV95;2693657.615;1194892.455;01.01.1950 00:00;1730;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1089;CH1903+ / LV95;2693678.884;1194879.121;01.01.1950 00:00;1739;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1090;CH1903+ / LV95;2693695.153;1194877.773;01.01.1950 00:00;1740;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1091;CH1903+ / LV95;2692495.615;1196139.676;01.01.1950 00:00;1260;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1092;CH1903+ / LV95;2692500.615;1196129.676;01.01.1950 00:00;1270;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1093;CH1903+ / LV95;2692520.615;1196124.676;01.01.1950 00:00;1275;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1094;CH1903+ / LV95;2692535.615;1196119.676;01.01.1950 00:00;1280;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1095;CH1903+ / LV95;2692570.616;1196104.677;01.01.1950 00:00;1290;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1096;CH1903+ / LV95;2692585.616;1196099.677;01.01.1950 00:00;1300;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1097;CH1903+ / LV95;2692940.616;1196074.682;01.01.1950 00:00;1430;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1098;CH1903+ / LV95;2692940.616;1196074.682;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1099;CH1903+ / LV95;2694425.604;1197244.723;01.01.1950 00:00;2040;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1100;CH1903+ / LV95;2693576.131;1194896.025;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1101;CH1903+ / LV95;2693515.356;1194909.666;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1102;CH1903+ / LV95;2693465.948;1194913.555;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1103;CH1903+ / LV95;2691845.503;1196859.161;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1104;CH1903+ / LV95;2691854.234;1196852.547;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1105;CH1903+ / LV95;2691857.409;1196843.815;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1106;CH1903+ / LV95;2691825.659;1196834.554;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1107;CH1903+ / LV95;2691826.982;1196826.881;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1108;CH1903+ / LV95;2691815.075;1196825.029;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1109;CH1903+ / LV95;2691914.292;1196671.836;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q1110;CH1903+ / LV95;2691789.41;1196749.622;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5002;CH1903+ / LV95;2690715.644;1197759.655;01.01.1950 00:00;955;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5003;CH1903+ / LV95;2694450.602;1197099.722;01.01.1950 00:00;2045;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5004;CH1903+ / LV95;2694665.601;1197214.727;01.01.1950 00:00;2085;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5005;CH1903+ / LV95;2693425.617;1196049.69;01.01.1950 00:00;1597;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5006;CH1903+ / LV95;2693875.619;1195879.695;01.01.1950 00:00;1675;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5007;CH1903+ / LV95;2693780.621;1195754.691;01.01.1950 00:00;1660;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5008;CH1903+ / LV95;2694020.62;1195779.695;01.01.1950 00:00;1732;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5009;CH1903+ / LV95;2693890.624;1195554.69;01.01.1950 00:00;1739;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5010;CH1903+ / LV95;2693880.624;1195529.689;01.01.1950 00:00;1745;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5011;CH1903+ / LV95;2690715.628;1194914.628;01.01.1950 00:00;590;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5012;CH1903+ / LV95;2693610.633;1194889.675;01.01.1950 00:00;1727;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5013;CH1903+ / LV95;2693960.62;1195844.695;01.01.1950 00:00;1700;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5014;CH1903+ / LV95;2691825.625;1196834.669;01.01.1950 00:00;925;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5015;CH1903+ / LV95;2691800.624;1196754.668;01.01.1950 00:00;890;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5016;CH1903+ / LV95;2691835.625;1196829.669;01.01.1950 00:00;930;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5017;CH1903+ / LV95;2691835.625;1196839.67;01.01.1950 00:00;930;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5018;CH1903+ / LV95;2691850.625;1196864.67;01.01.1950 00:00;940;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5019;CH1903+ / LV95;2691915.623;1196684.67;01.01.1950 00:00;940;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5020;CH1903+ / LV95;2691800.624;1196749.668;01.01.1950 00:00;890;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5021;CH1903+ / LV95;2691800.624;1196744.668;01.01.1950 00:00;890;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5022;CH1903+ / LV95;2692385.614;1196189.675;01.01.1950 00:00;1230;Landesnivellementnetz 1902;;104621;Axen
UR1207-Q5023;CH1903+ / LV95;2692520.615;1196124.676;01.01.1950 00:00;1275;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB304;CH1903+ / LV95;2690386.625;1195177.627;01.01.1950 00:00;434.98;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB311;CH1903+ / LV95;2690250.62;1194719.624;01.01.1950 00:00;435.4;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB316;CH1903+ / LV95;2690147.636;1196301.634;01.01.1950 00:00;448;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB318;CH1903+ / LV95;2690173.635;1196201.633;01.01.1950 00:00;441.35;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB319;CH1903+ / LV95;2690295.631;1195929.633;01.01.1950 00:00;435.4;Landesnivellementnetz 1902;;104621;Axen
UR1207-RB320;CH1903+ / LV95;2690201.634;1196114.633;01.01.1950 00:00;436;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB402;CH1903+ / LV95;2690300.625;1195314.629;01.01.1950 00:00;435.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB406;CH1903+ / LV95;2690111.615;1194354.622;01.01.1950 00:00;435.29;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB407;CH1903+ / LV95;2690133.616;1194359.622;01.01.1950 00:00;434.97;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB408;CH1903+ / LV95;2690150.616;1194364.622;01.01.1950 00:00;435.06;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB409;CH1903+ / LV95;2690410.629;1195799.634;01.01.1950 00:00;436;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB410;CH1903+ / LV95;2690400.629;1195789.634;01.01.1950 00:00;436;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB411;CH1903+ / LV95;2689508.615;1194755.634;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1207-SB412;CH1903+ / LV95;2689412.62;1195223.636;01.01.1950 00:00;435;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB413;CH1903+ / LV95;2690410.618;1194434.619;01.01.1950 00:00;434.89;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB414;CH1903+ / LV95;2690375.621;1194709.622;01.01.1950 00:00;434.68;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB415;CH1903+ / LV95;2690340.625;1195249.628;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB416;CH1903+ / LV95;2690318.624;1195087.627;01.01.1950 00:00;435.2;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB417;CH1903+ / LV95;2690320.622;1194909.625;01.01.1950 00:00;435.3;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB418;CH1903+ / LV95;2690310.621;1194809.624;01.01.1950 00:00;435.2;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB419;CH1903+ / LV95;2690020.614;1194299.623;01.01.1950 00:00;435.21;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB420;CH1903+ / LV95;2690140.622;1195079.629;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB421;CH1903+ / LV95;2689611.618;1195063.635;01.01.1950 00:00;433.53;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB422;CH1903+ / LV95;2689766.62;1195111.634;01.01.1950 00:00;433.7;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB423;CH1903+ / LV95;2690190.624;1195299.63;01.01.1950 00:00;;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB424;CH1903+ / LV95;2690270.625;1195289.629;01.01.1950 00:00;;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB425;CH1903+ / LV95;2690415.626;1195239.628;01.01.1950 00:00;435.2;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB426;CH1903+ / LV95;2690440.627;1195259.629;01.01.1950 00:00;435.4;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB427;CH1903+ / LV95;2690366.625;1195224.627;01.01.1950 00:00;435.42;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB428;CH1903+ / LV95;2690334.625;1195223.628;01.01.1950 00:00;435.51;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB429;CH1903+ / LV95;2690335.625;1195240.628;01.01.1950 00:00;435.46;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB430;CH1903+ / LV95;2690375.62;1194699.622;01.01.1950 00:00;434.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB431;CH1903+ / LV95;2690350.62;1194699.623;01.01.1950 00:00;434.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB432;CH1903+ / LV95;2690150.619;1194699.625;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB433;CH1903+ / LV95;2690198.618;1194530.623;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB434;CH1903+ / LV95;2690231.617;1194457.622;01.01.1950 00:00;434.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB435;CH1903+ / LV95;2690193.617;1194432.622;01.01.1950 00:00;435.2;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB436;CH1903+ / LV95;2690132.616;1194421.623;01.01.1950 00:00;435.1;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB437;CH1903+ / LV95;2690143.617;1194488.623;01.01.1950 00:00;435.1;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB438;CH1903+ / LV95;2690108.617;1194512.624;01.01.1950 00:00;435.1;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB439;CH1903+ / LV95;2690308.631;1195906.633;01.01.1950 00:00;434.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB440;CH1903+ / LV95;2690347.625;1195226.628;01.01.1950 00:00;435.43;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB441;CH1903+ / LV95;2690365.625;1195231.627;01.01.1950 00:00;435.33;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB442;CH1903+ / LV95;2690380.626;1195241.628;01.01.1950 00:00;434.89;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB443;CH1903+ / LV95;2690420.618;1194434.619;01.01.1950 00:00;434.94;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB444;CH1903+ / LV95;2690390.618;1194426.62;01.01.1950 00:00;435.02;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB445;CH1903+ / LV95;2690373.626;1195420.63;01.01.1950 00:00;435.01;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB446;CH1903+ / LV95;2690352.626;1195422.63;01.01.1950 00:00;430.7;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB447;CH1903+ / LV95;2690387.626;1195399.631;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB448;CH1903+ / LV95;2690369.626;1195402.63;01.01.1950 00:00;435.14;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB449;CH1903+ / LV95;2690347.626;1195405.63;01.01.1950 00:00;431;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB450;CH1903+ / LV95;2690331.626;1195408.629;01.01.1950 00:00;430.6;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB451;CH1903+ / LV95;2690365.626;1195381.63;01.01.1950 00:00;435.28;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB452;CH1903+ / LV95;2690352.626;1195384.63;01.01.1950 00:00;435.03;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB453;CH1903+ / LV95;2690383.626;1195381.63;01.01.1950 00:00;435.2;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB454;CH1903+ / LV95;2690393.626;1195412.631;01.01.1950 00:00;434.94;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB455;CH1903+ / LV95;2689630.613;1194449.629;01.01.1950 00:00;438.2;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1207-SB456;CH1903+ / LV95;2689893.617;1194660.628;01.01.1950 00:00;434.23;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB457;CH1903+ / LV95;2689790.615;1194626.629;01.01.1950 00:00;434.33;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB458;CH1903+ / LV95;2689796.615;1194607.629;01.01.1950 00:00;434.36;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB459;CH1903+ / LV95;2689682.614;1194576.63;01.01.1950 00:00;434.33;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB460;CH1903+ / LV95;2690422.626;1195440.631;01.01.1950 00:00;434.95;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB461;CH1903+ / LV95;2690430.626;1195381.631;01.01.1950 00:00;434.86;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB462;CH1903+ / LV95;2690415.626;1195426.631;01.01.1950 00:00;434.82;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB463;CH1903+ / LV95;2690431.625;1195409.631;01.01.1950 00:00;435.01;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB464;CH1903+ / LV95;2690417.625;1195400.631;01.01.1950 00:00;434.89;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB465;CH1903+ / LV95;2690410.626;1195409.631;01.01.1950 00:00;434.75;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB466;CH1903+ / LV95;2690405.626;1195393.631;01.01.1950 00:00;434.73;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB467;CH1903+ / LV95;2690400.626;1195374.63;01.01.1950 00:00;434.68;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB468;CH1903+ / LV95;2690402.626;1195355.63;01.01.1950 00:00;434.62;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB469;CH1903+ / LV95;2690143.635;1196114.632;01.01.1950 00:00;435.21;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB470;CH1903+ / LV95;2690437.625;1195138.627;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB471;CH1903+ / LV95;2690195.638;1196579.636;01.01.1950 00:00;444.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB472;CH1903+ / LV95;2690195.638;1196574.636;01.01.1950 00:00;444.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB473;CH1903+ / LV95;2690135.638;1196464.635;01.01.1950 00:00;441;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB474;CH1903+ / LV95;2690145.637;1196414.634;01.01.1950 00:00;446;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB475;CH1903+ / LV95;2690165.635;1196139.633;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB476;CH1903+ / LV95;2690310.631;1195949.633;01.01.1950 00:00;437.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB477;CH1903+ / LV95;2690385.629;1195779.633;01.01.1950 00:00;436;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB478;CH1903+ / LV95;2690375.623;1194954.625;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB479;CH1903+ / LV95;2690375.623;1194949.625;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB480;CH1903+ / LV95;2690380.62;1194684.622;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB481;CH1903+ / LV95;2690355.619;1194564.621;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB482;CH1903+ / LV95;2690430.619;1194434.619;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB483;CH1903+ / LV95;2690430.618;1194429.619;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB484;CH1903+ / LV95;2690176.623;1195156.629;01.01.1950 00:00;435.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB485;CH1903+ / LV95;2690177.623;1195171.629;01.01.1950 00:00;435.6;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB486;CH1903+ / LV95;2690446.637;1196773.642;01.01.1950 00:00;480.7;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB487;CH1903+ / LV95;2690458.637;1196773.643;01.01.1950 00:00;485.64;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB488;CH1903+ / LV95;2690285.631;1195830.632;01.01.1950 00:00;419.2;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB489;CH1903+ / LV95;2690165.631;1195748.63;01.01.1950 00:00;382.4;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB490;CH1903+ / LV95;2690341.627;1195538.631;01.01.1950 00:00;417.6;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB491;CH1903+ / LV95;2689588.618;1195049.635;01.01.1950 00:00;406.6;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB492;CH1903+ / LV95;2689357.627;1195474.633;01.01.1950 00:00;433.5;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB493;CH1903+ / LV95;2689641.625;1195397.632;01.01.1950 00:00;433.5;Landesnivellementnetz 1902;;103335;Vierwaldstättersee Urnersee
UR1207-SB494;CH1903+ / LV95;2690437.626;1195502.632;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-SB495;CH1903+ / LV95;2690285.632;1195970.633;01.01.1950 00:00;435.5;Landesnivellementnetz 1902;;104621;Axen
UR1207-VS901;CH1903+ / LV95;2690090.639;1196549.635;01.01.1950 00:00;434;Landesnivellementnetz 1902;;104621;Axen
UR1207-VS902;CH1903+ / LV95;2690435.625;1195137.627;01.01.1950 00:00;435;Landesnivellementnetz 1902;;104621;Axen
UR1207-VS903;CH1903+ / LV95;2690426.622;1194796.623;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1208-EB201;CH1903+ / LV95;2688200.432;1169199.615;01.01.1950 00:00;;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-ES701;CH1903+ / LV95;2687940.432;1169046.617;01.01.1950 00:00;1119;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-ES702;CH1903+ / LV95;2688045.432;1169341.615;01.01.1950 00:00;1126.5;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-ES703;CH1903+ / LV95;2688064.433;1169379.615;01.01.1950 00:00;1140;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-ES704;CH1903+ / LV95;2687692.434;1169230.618;01.01.1950 00:00;1100.3;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-ES705;CH1903+ / LV95;2687693.433;1169222.618;01.01.1950 00:00;1100.2;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-OG601;CH1903+ / LV95;2681670.466;1170239.671;01.01.1950 00:00;1875;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-OG602;CH1903+ / LV95;2685930.444;1169629.633;01.01.1950 00:00;1780;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-OG603;CH1903+ / LV95;2684410.455;1170199.647;01.01.1950 00:00;2175;Landesnivellementnetz 1902;;107851;Göschenerreuss
UR1208-OG604;CH1903+ / LV95;2678690.454;1167204.699;01.01.1950 00:00;1813;Landesnivellementnetz 1902;;106122;Älplerreuss
UR1208-OG605;CH1903+ / LV95;2676670.48;1169459.716;01.01.1950 00:00;2380;Landesnivellementnetz 1902;;106122;Älplerreuss
UR1208-PB001;CH1903+ / LV95;2688071.432;1168929.617;01.01.1950 00:00;1106.89;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB002;CH1903+ / LV95;2688341.434;1169380.619;01.01.1950 00:00;1070.34;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB003;CH1903+ / LV95;2688416.434;1169381.62;01.01.1950 00:00;1048.29;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB004;CH1903+ / LV95;2688176.431;1168940.617;01.01.1950 00:00;1104.99;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB005;CH1903+ / LV95;2688184.431;1168937.617;01.01.1950 00:00;1104.78;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB006;CH1903+ / LV95;2688209.431;1168880.617;01.01.1950 00:00;1105.01;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB007;CH1903+ / LV95;2688238.431;1168829.618;01.01.1950 00:00;1114.83;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB008;CH1903+ / LV95;2688338.431;1169014.616;01.01.1950 00:00;1105.51;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB009;CH1903+ / LV95;2688398.431;1169096.617;01.01.1950 00:00;1104.56;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB010;CH1903+ / LV95;2688299.431;1168953.617;01.01.1950 00:00;1105.17;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-PB011;CH1903+ / LV95;2688282.431;1169025.616;01.01.1950 00:00;1103.67;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB012;CH1903+ / LV95;2688266.431;1169084.616;01.01.1950 00:00;1079.84;Landesnivellementnetz 1902;;109798;Reuss Göschenen bis Wassen
UR1208-PB013;CH1903+ / LV95;2688249.431;1168837.618;01.01.1950 00:00;1114.8;Landesnivellementnetz 1902;;109969;Reuss Andermatt
UR1208-Q1001;CH1903+ / LV95;2680635.478;1171119.681;01.01.1950 00:00;1995;Landesnivellementnetz 1902;;107851;Göschenerreuss
