Stationsname;Stationsnummer;Messortname;Name der Zeitzone;Langname;Name Verwaltungseinheit;Vorgänger;Nachfolger;Stationsausprägung
Oberer Butzen;UR1218-Q1072;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1073;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1074;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1075;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Butzen;UR1218-Q1076;Spiringen;W. Europe Standard Time;Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Eisenerdig;UR1218-Q1077;Spiringen;W. Europe Standard Time;Eisenerdig;Uri;;;GW_STATION_HAND|GW_STATION
Unterer Butzen;UR1218-Q1078;Spiringen;W. Europe Standard Time;Unterer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Unterer Butzen;UR1218-Q1079;Spiringen;W. Europe Standard Time;Unterer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Butzli;UR1218-Q1080;Spiringen;W. Europe Standard Time;Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Butzli;UR1218-Q1081;Spiringen;W. Europe Standard Time;Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Butzli;UR1218-Q1082;Spiringen;W. Europe Standard Time;Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Chipfen;UR1218-Q1083;Spiringen;W. Europe Standard Time;Chipfen;Uri;;;GW_STATION_HAND|GW_STATION
Ei;UR1218-Q1084;Spiringen;W. Europe Standard Time;Ei;Uri;;;GW_STATION_HAND|GW_STATION
Acherli;UR1218-Q1085;Spiringen;W. Europe Standard Time;Acherli;Uri;;;GW_STATION_HAND|GW_STATION
Märchlig;UR1218-Q1086;Spiringen;W. Europe Standard Time;Märchlig;Uri;;;GW_STATION_HAND|GW_STATION
Mirg;UR1218-Q1087;Spiringen;W. Europe Standard Time;Mirg;Uri;;;GW_STATION_HAND|GW_STATION
Acherli;UR1218-Q1088;Spiringen;W. Europe Standard Time;Acherli;Uri;;;GW_STATION_HAND|GW_STATION
Hofstatt;UR1218-Q1089;Spiringen;W. Europe Standard Time;Hofstatt;Uri;;;GW_STATION_HAND|GW_STATION
Nageldach;UR1218-Q1090;Spiringen;W. Europe Standard Time;Nageldach;Uri;;;GW_STATION_HAND|GW_STATION
Untere Ei;UR1218-Q1091;Spiringen;W. Europe Standard Time;Untere Ei;Uri;;;GW_STATION_HAND|GW_STATION
Untere Ei;UR1218-Q1092;Spiringen;W. Europe Standard Time;Untere Ei;Uri;;;GW_STATION_HAND|GW_STATION
Märchlig;UR1218-Q1093;Spiringen;W. Europe Standard Time;Märchlig;Uri;;;GW_STATION_HAND|GW_STATION
Hofstatt;UR1218-Q1094;Spiringen;W. Europe Standard Time;Hofstatt;Uri;;;GW_STATION_HAND|GW_STATION
Hofer;UR1218-Q1095;Spiringen;W. Europe Standard Time;Hofer;Uri;;;GW_STATION_HAND|GW_STATION
Mätteli;UR1218-Q1096;Spiringen;W. Europe Standard Time;Mätteli;Uri;;;GW_STATION_HAND|GW_STATION
Hofur;UR1218-Q1097;Spiringen;W. Europe Standard Time;Hofur;Uri;;;GW_STATION_HAND|GW_STATION
Gerelingen;UR1218-Q1098;Spiringen;W. Europe Standard Time;Gerelingen;Uri;;;GW_STATION_HAND|GW_STATION
Halten;UR1218-Q1099;Spiringen;W. Europe Standard Time;Halten;Uri;;;GW_STATION_HAND|GW_STATION
Halten;UR1218-Q1100;Spiringen;W. Europe Standard Time;Halten;Uri;;;GW_STATION_HAND|GW_STATION
Halten;UR1218-Q1101;Spiringen;W. Europe Standard Time;Halten;Uri;;;GW_STATION_HAND|GW_STATION
Balderig;UR1218-Q1102;Spiringen;W. Europe Standard Time;Balderig;Uri;;;GW_STATION_HAND|GW_STATION
Balderig;UR1218-Q1103;Spiringen;W. Europe Standard Time;Balderig;Uri;;;GW_STATION_HAND|GW_STATION
Derelen;UR1218-Q1104;Spiringen;W. Europe Standard Time;Derelen;Uri;;;GW_STATION_HAND|GW_STATION
Chipfen;UR1218-Q1105;Spiringen;W. Europe Standard Time;Chipfen;Uri;;;GW_STATION_HAND|GW_STATION
Mülital;UR1218-Q1106;Unterschächen;W. Europe Standard Time;Mülital;Uri;;;GW_STATION_HAND|GW_STATION
Deselen;UR1218-Q1107;Spiringen;W. Europe Standard Time;Deselen;Uri;;;GW_STATION_HAND|GW_STATION
Glätti;UR1218-Q1108;Spiringen;W. Europe Standard Time;Glätti;Uri;;;GW_STATION_HAND|GW_STATION
Mangelingen;UR1218-Q1109;Spiringen;W. Europe Standard Time;Mangelingen;Uri;;;GW_STATION_HAND|GW_STATION
Mangelingen;UR1218-Q1110;Spiringen;W. Europe Standard Time;Mangelingen;Uri;;;GW_STATION_HAND|GW_STATION
Mülibächli;UR1218-Q1111;Spiringen;W. Europe Standard Time;Mülibächli;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1218-Q1112;Spiringen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1218-Q1113;Spiringen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1218-Q1114;Spiringen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Oberdorf;UR1218-Q1115;Spiringen;W. Europe Standard Time;Oberdorf;Uri;;;GW_STATION_HAND|GW_STATION
Oberdorf;UR1218-Q1116;Spiringen;W. Europe Standard Time;Oberdorf;Uri;;;GW_STATION_HAND|GW_STATION
Oberdorf;UR1218-Q1117;Spiringen;W. Europe Standard Time;Oberdorf;Uri;;;GW_STATION_HAND|GW_STATION
Mätteli;UR1218-Q1118;Spiringen;W. Europe Standard Time;Mätteli;Uri;;;GW_STATION_HAND|GW_STATION
Mätteli;UR1218-Q1119;Spiringen;W. Europe Standard Time;Mätteli;Uri;;;GW_STATION_HAND|GW_STATION
Tal;UR1218-Q1120;Spiringen;W. Europe Standard Time;Tal;Uri;;;GW_STATION_HAND|GW_STATION
Humbach;UR1218-Q1121;Spiringen;W. Europe Standard Time;Humbach;Uri;;;GW_STATION_HAND|GW_STATION
Hergerig;UR1218-Q1122;Spiringen;W. Europe Standard Time;Hergerig;Uri;;;GW_STATION_HAND|GW_STATION
Hergerig;UR1218-Q1123;Spiringen;W. Europe Standard Time;Hergerig;Uri;;;GW_STATION_HAND|GW_STATION
Schützenhaus;UR1218-Q1124;Spiringen;W. Europe Standard Time;Schützenhaus;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1125;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1126;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Butzen;UR1218-Q1127;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Klausenpass (Chrächen);UR1218-Q1128;Spiringen;W. Europe Standard Time;Klausenpass (Chrächen);Uri;;;GW_STATION_HAND|GW_STATION
Klausenp. unterh. Stellinossen;UR1218-Q1129;Spiringen;W. Europe Standard Time;Klausenp. unterh. Stellinossen;Uri;;;GW_STATION_HAND|GW_STATION
Klausenpass (Vorfrutt);UR1218-Q1130;Spiringen;W. Europe Standard Time;Klausenpass (Vorfrutt);Uri;;;GW_STATION_HAND|GW_STATION
Klausenpass;UR1218-Q1131;Spiringen;W. Europe Standard Time;Klausenpass;Uri;;;GW_STATION_HAND|GW_STATION
Jägerbalm;UR1218-Q1132;Spiringen;W. Europe Standard Time;Jägerbalm;Uri;;;GW_STATION_HAND|GW_STATION
Urnerboden Alp Wängi;UR1218-Q1133;Spiringen;W. Europe Standard Time;Urnerboden Alp Wängi;Uri;;;GW_STATION_HAND|GW_STATION
Urnerboden (Chlus);UR1218-Q1134;Spiringen;W. Europe Standard Time;Urnerboden (Chlus);Uri;;;GW_STATION_HAND|GW_STATION
Alp Gemsfaieren;UR1218-Q1135;Spiringen;W. Europe Standard Time;Alp Gemsfaieren;Uri;;;GW_STATION_HAND|GW_STATION
Urnerboden (Alp Gemsfaieren);UR1218-Q1136;Spiringen;W. Europe Standard Time;Urnerboden (Alp Gemsfaieren);Uri;;;GW_STATION_HAND|GW_STATION
Urnerboden;UR1218-Q1137;Spiringen;W. Europe Standard Time;Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Urnerboden;UR1218-Q1138;Spiringen;W. Europe Standard Time;Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Vorder und Hinter Orthalten;UR1218-Q1139;Spiringen;W. Europe Standard Time;Vorder und Hinter Orthalten;Uri;;;GW_STATION_HAND|GW_STATION
Alp Fiseten;UR1218-Q1140;Spiringen;W. Europe Standard Time;Alp Fiseten;Uri;;;GW_STATION_HAND|GW_STATION
Alp Fiseten;UR1218-Q1141;Spiringen;W. Europe Standard Time;Alp Fiseten;Uri;;;GW_STATION_HAND|GW_STATION
Alp Fiseten;UR1218-Q1142;Spiringen;W. Europe Standard Time;Alp Fiseten;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Orthalten;UR1218-Q1143;Spiringen;W. Europe Standard Time;Hinter Orthalten;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Orthalten;UR1218-Q1144;Spiringen;W. Europe Standard Time;Hinter Orthalten;Uri;;;GW_STATION_HAND|GW_STATION
Vordere Orthalte;UR1218-Q1145;Spiringen;W. Europe Standard Time;Vordere Orthalte;Uri;;;GW_STATION_HAND|GW_STATION
Alp Sali Urnerboden;UR1218-Q1146;Spiringen;W. Europe Standard Time;Alp Sali Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Alp Zingel Urnerboden;UR1218-Q1147;Spiringen;W. Europe Standard Time;Alp Zingel Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Alp Zingel Urnerboden;UR1218-Q1148;Spiringen;W. Europe Standard Time;Alp Zingel Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Alp Läcki Urnerboden;UR1218-Q1149;Spiringen;W. Europe Standard Time;Alp Läcki Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Alp Firnen Urnerboden;UR1218-Q1150;Spiringen;W. Europe Standard Time;Alp Firnen Urnerboden;Uri;;;GW_STATION_HAND|GW_STATION
Furrüti;UR1218-Q1151;Spiringen;W. Europe Standard Time;Furrüti;Uri;;;GW_STATION_HAND|GW_STATION
Geissblätz;UR1218-Q1152;Spiringen;W. Europe Standard Time;Geissblätz;Uri;;;GW_STATION_HAND|GW_STATION
Auberg;UR1218-Q1153;Spiringen;W. Europe Standard Time;Auberg;Uri;;;GW_STATION_HAND|GW_STATION
Gand;UR1218-Q1154;Spiringen;W. Europe Standard Time;Gand;Uri;;;GW_STATION_HAND|GW_STATION
Waldrüti;UR1218-Q1155;Spiringen;W. Europe Standard Time;Waldrüti;Uri;;;GW_STATION_HAND|GW_STATION
Flöschboden;UR1218-Q1156;Spiringen;W. Europe Standard Time;Flöschboden;Uri;;;GW_STATION_HAND|GW_STATION
Sulz;UR1218-Q1157;Spiringen;W. Europe Standard Time;Sulz;Uri;;;GW_STATION_HAND|GW_STATION
Urschlenblanggen;UR1218-Q1158;Spiringen;W. Europe Standard Time;Urschlenblanggen;Uri;;;GW_STATION_HAND|GW_STATION
Obere Hütten;UR1218-Q1159;Spiringen;W. Europe Standard Time;Obere Hütten;Uri;;;GW_STATION_HAND|GW_STATION
Firnen;UR1218-Q1160;Spiringen;W. Europe Standard Time;Firnen;Uri;;;GW_STATION_HAND|GW_STATION
Obheg / Gadenstätten;UR1218-Q1161;Spiringen;W. Europe Standard Time;Obheg / Gadenstätten;Uri;;;GW_STATION_HAND|GW_STATION
Obheg / Gadenstätten;UR1218-Q1162;Spiringen;W. Europe Standard Time;Obheg / Gadenstätten;Uri;;;GW_STATION_HAND|GW_STATION
Unterer Butzen;UR1218-Q5001;Spiringen;W. Europe Standard Time;Unterer Butzen;Uri;;;GW_STATION_HAND
Chrummwasen;UR1218-Q5002;Spiringen;W. Europe Standard Time;Chrummwasen;Uri;;;GW_STATION_HAND
Chrummwasen;UR1218-Q5003;Spiringen;W. Europe Standard Time;Chrummwasen;Uri;;;GW_STATION_HAND
Hofur;UR1218-Q5004;Spiringen;W. Europe Standard Time;Hofur;Uri;;;GW_STATION_HAND
Oberer Butzen;UR1218-Q5005;Spiringen;W. Europe Standard Time;Oberer Butzen;Uri;;;GW_STATION_HAND
Simmenbrunnen;UR1218-Q5006;Spiringen;W. Europe Standard Time;Simmenbrunnen;Uri;;;GW_STATION_HAND
Riedrüti;UR1218-Q5007;Spiringen;W. Europe Standard Time;Riedrüti;Uri;;;GW_STATION_HAND
Urnerboden, Sonne;UR1218-Q5008;Spiringen;W. Europe Standard Time;Urnerboden, Sonne;Uri;;;GW_STATION_HAND
Hinter Orthalten;UR1218-Q5009;Spiringen;W. Europe Standard Time;Hinter Orthalten;Uri;;;GW_STATION_HAND
Hinter Orthalten;UR1218-Q5010;Spiringen;W. Europe Standard Time;Hinter Orthalten;Uri;;;GW_STATION_HAND
Hasentrittli;UR1218-Q5011;Spiringen;W. Europe Standard Time;Hasentrittli;Uri;;;GW_STATION_HAND
Ober Orthalten;UR1218-Q5012;Spiringen;W. Europe Standard Time;Ober Orthalten;Uri;;;GW_STATION_HAND
Fuchslöcher;UR1218-Q5013;Spiringen;W. Europe Standard Time;Fuchslöcher;Uri;;;GW_STATION_HAND
Ober Orthalten;UR1218-Q5014;Spiringen;W. Europe Standard Time;Ober Orthalten;Uri;;;GW_STATION_HAND
Ober Orthalten;UR1218-Q5015;Spiringen;W. Europe Standard Time;Ober Orthalten;Uri;;;GW_STATION_HAND
Siwloch;UR1218-Q5016;Spiringen;W. Europe Standard Time;Siwloch;Uri;;;GW_STATION_HAND
Siwloch;UR1218-Q5017;Spiringen;W. Europe Standard Time;Siwloch;Uri;;;GW_STATION_HAND
Vorder Chlus;UR1218-Q5018;Spiringen;W. Europe Standard Time;Vorder Chlus;Uri;;;GW_STATION_HAND
Waldhüttli;UR1218-Q5019;Spiringen;W. Europe Standard Time;Waldhüttli;Uri;;;GW_STATION_HAND
Oberst Wang;UR1218-Q5020;Spiringen;W. Europe Standard Time;Oberst Wang;Uri;;;GW_STATION_HAND
Oberst Wang;UR1218-Q5021;Spiringen;W. Europe Standard Time;Oberst Wang;Uri;;;GW_STATION_HAND
Sulz;UR1218-Q5022;Spiringen;W. Europe Standard Time;Sulz;Uri;;;GW_STATION_HAND
Sulz;UR1218-Q5023;Spiringen;W. Europe Standard Time;Sulz;Uri;;;GW_STATION_HAND
Sulz;UR1218-Q5024;Spiringen;W. Europe Standard Time;Sulz;Uri;;;GW_STATION_HAND
Riedrütenen;UR1218-Q5025;Spiringen;W. Europe Standard Time;Riedrütenen;Uri;;;GW_STATION_HAND
Urnerboden, Argseeli;UR1218-Q5026;Spiringen;W. Europe Standard Time;Urnerboden, Argseeli;Uri;;;GW_STATION_HAND
Läcki;UR1218-Q5027;Spiringen;W. Europe Standard Time;Läcki;Uri;;;GW_STATION_HAND
Läcki;UR1218-Q5028;Spiringen;W. Europe Standard Time;Läcki;Uri;;;GW_STATION_HAND
Läcki;UR1218-Q5029;Spiringen;W. Europe Standard Time;Läcki;Uri;;;GW_STATION_HAND
Läcki;UR1218-Q5030;Spiringen;W. Europe Standard Time;Läcki;Uri;;;GW_STATION_HAND
Laucheren;UR1218-Q5031;Spiringen;W. Europe Standard Time;Laucheren;Uri;;;GW_STATION_HAND
Firnen;UR1218-Q5032;Spiringen;W. Europe Standard Time;Firnen;Uri;;;GW_STATION_HAND
Firnen;UR1218-Q5033;Spiringen;W. Europe Standard Time;Firnen;Uri;;;GW_STATION_HAND
Oberst Wang;UR1218-Q5034;Spiringen;W. Europe Standard Time;Oberst Wang;Uri;;;GW_STATION_HAND
Urnerboden, Argseeli;UR1218-Q5035;Spiringen;W. Europe Standard Time;Urnerboden, Argseeli;Uri;;;GW_STATION_HAND
Geisslöcher;UR1218-Q5036;Spiringen;W. Europe Standard Time;Geisslöcher;Uri;;;GW_STATION_HAND
Seeliboden;UR1219-Q1001;Unterschächen;W. Europe Standard Time;Seeliboden;Uri;;;GW_STATION_HAND|GW_STATION
Vorläubli;UR1219-Q1002;Unterschächen;W. Europe Standard Time;Vorläubli;Uri;;;GW_STATION_HAND|GW_STATION
Mälchbödeli;UR1219-Q1003;Unterschächen;W. Europe Standard Time;Mälchbödeli;Uri;;;GW_STATION_HAND|GW_STATION
Gross Boden;UR1219-Q1004;Unterschächen;W. Europe Standard Time;Gross Boden;Uri;;;GW_STATION_HAND|GW_STATION
Teif Läger;UR1219-Q1005;Unterschächen;W. Europe Standard Time;Teif Läger;Uri;;;GW_STATION_HAND|GW_STATION
Hütte;UR1219-Q1006;Unterschächen;W. Europe Standard Time;Hütte;Uri;;;GW_STATION_HAND|GW_STATION
Ruosalp - Oberstafel;UR1219-Q1007;Unterschächen;W. Europe Standard Time;Ruosalp - Oberstafel;Uri;;;GW_STATION_HAND|GW_STATION
Lang Boden;UR1219-Q1008;Unterschächen;W. Europe Standard Time;Lang Boden;Uri;;;GW_STATION_HAND|GW_STATION
Unter Stafel / Gross Gade;UR1219-Q1009;Unterschächen;W. Europe Standard Time;Unter Stafel / Gross Gade;Uri;;;GW_STATION_HAND|GW_STATION
Chammlialp;UR1219-Q1010;Unterschächen;W. Europe Standard Time;Chammlialp;Uri;;;GW_STATION_HAND|GW_STATION
Chammlialp;UR1219-Q1011;Unterschächen;W. Europe Standard Time;Chammlialp;Uri;;;GW_STATION_HAND|GW_STATION
Niemerstafel;UR1219-Q1012;Unterschächen;W. Europe Standard Time;Niemerstafel;Uri;;;GW_STATION_HAND|GW_STATION
Bödmeren;UR1219-Q1013;Unterschächen;W. Europe Standard Time;Bödmeren;Uri;;;GW_STATION_HAND|GW_STATION
Bödmeren;UR1219-Q1014;Unterschächen;W. Europe Standard Time;Bödmeren;Uri;;;GW_STATION_HAND|GW_STATION
Bödmeren;UR1219-Q1015;Unterschächen;W. Europe Standard Time;Bödmeren;Uri;;;GW_STATION_HAND|GW_STATION
Bödmeren;UR1219-Q1016;Unterschächen;W. Europe Standard Time;Bödmeren;Uri;;;GW_STATION_HAND|GW_STATION
Bim Gubel / Unterbalm;UR1219-Q1017;Unterschächen;W. Europe Standard Time;Bim Gubel / Unterbalm;Uri;;;GW_STATION_HAND|GW_STATION
Bödmerstöckli;UR1219-Q1018;Unterschächen;W. Europe Standard Time;Bödmerstöckli;Uri;;;GW_STATION_HAND|GW_STATION
Bödmerstöckli;UR1219-Q1019;Unterschächen;W. Europe Standard Time;Bödmerstöckli;Uri;;;GW_STATION_HAND|GW_STATION
Bödmerstöckli;UR1219-Q1020;Unterschächen;W. Europe Standard Time;Bödmerstöckli;Uri;;;GW_STATION_HAND|GW_STATION
Balmer Gand;UR1219-Q1021;Unterschächen;W. Europe Standard Time;Balmer Gand;Uri;;;GW_STATION_HAND|GW_STATION
Gand;UR1219-Q1022;Unterschächen;W. Europe Standard Time;Gand;Uri;;;GW_STATION_HAND|GW_STATION
Balm;UR1219-Q1023;Unterschächen;W. Europe Standard Time;Balm;Uri;;;GW_STATION_HAND|GW_STATION
Hinteren Rustigen;UR1219-Q1024;Unterschächen;W. Europe Standard Time;Hinteren Rustigen;Uri;;;GW_STATION_HAND|GW_STATION
Hinteren Rustigen;UR1219-Q1025;Unterschächen;W. Europe Standard Time;Hinteren Rustigen;Uri;;;GW_STATION_HAND|GW_STATION
Ober Balm / Stelli;UR1219-Q1026;Unterschächen;W. Europe Standard Time;Ober Balm / Stelli;Uri;;;GW_STATION_HAND|GW_STATION
Balmer Butzli;UR1219-Q1027;Unterschächen;W. Europe Standard Time;Balmer Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Balmer Butzli;UR1219-Q1028;Unterschächen;W. Europe Standard Time;Balmer Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Vorderen Rustigen;UR1219-Q1029;Unterschächen;W. Europe Standard Time;Vorderen Rustigen;Uri;;;GW_STATION_HAND|GW_STATION
Vorderen Rustigen;UR1219-Q1030;Unterschächen;W. Europe Standard Time;Vorderen Rustigen;Uri;;;GW_STATION_HAND|GW_STATION
Vorderen Rustigen;UR1219-Q1031;Unterschächen;W. Europe Standard Time;Vorderen Rustigen;Uri;;;GW_STATION_HAND|GW_STATION
Alp Chäseren;UR1219-Q1032;Unterschächen;W. Europe Standard Time;Alp Chäseren;Uri;;;GW_STATION_HAND|GW_STATION
Chli Geissberg;UR1219-Q1033;Unterschächen;W. Europe Standard Time;Chli Geissberg;Uri;;;GW_STATION_HAND|GW_STATION
Bielen / Wiessenstein;UR1219-Q1034;Unterschächen;W. Europe Standard Time;Bielen / Wiessenstein;Uri;;;GW_STATION_HAND|GW_STATION
Heidmenegg;UR1219-Q1035;Unterschächen;W. Europe Standard Time;Heidmenegg;Uri;;;GW_STATION_HAND|GW_STATION
Heidmenegg / Telleren;UR1219-Q1036;Unterschächen;W. Europe Standard Time;Heidmenegg / Telleren;Uri;;;GW_STATION_HAND|GW_STATION
Heidmenegg;UR1219-Q1037;Unterschächen;W. Europe Standard Time;Heidmenegg;Uri;;;GW_STATION_HAND|GW_STATION
Heidmenegg / Unter Sädel;UR1219-Q1038;Unterschächen;W. Europe Standard Time;Heidmenegg / Unter Sädel;Uri;;;GW_STATION_HAND|GW_STATION
Heidmenegg;UR1219-Q1039;Unterschächen;W. Europe Standard Time;Heidmenegg;Uri;;;GW_STATION_HAND|GW_STATION
Alt Stafel;UR1219-Q1040;Unterschächen;W. Europe Standard Time;Alt Stafel;Uri;;;GW_STATION_HAND|GW_STATION
Alt Stafel;UR1219-Q1041;Unterschächen;W. Europe Standard Time;Alt Stafel;Uri;;;GW_STATION_HAND|GW_STATION
Mettenen;UR1219-Q1042;Unterschächen;W. Europe Standard Time;Mettenen;Uri;;;GW_STATION_HAND|GW_STATION
Mettenen;UR1219-Q1043;Unterschächen;W. Europe Standard Time;Mettenen;Uri;;;GW_STATION_HAND|GW_STATION
Mettenen;UR1219-Q1044;Unterschächen;W. Europe Standard Time;Mettenen;Uri;;;GW_STATION_HAND|GW_STATION
Mettenen;UR1219-Q1045;Unterschächen;W. Europe Standard Time;Mettenen;Uri;;;GW_STATION_HAND|GW_STATION
Mettenen;UR1219-Q1046;Unterschächen;W. Europe Standard Time;Mettenen;Uri;;;GW_STATION_HAND|GW_STATION
Mettener Butzli;UR1219-Q1047;Unterschächen;W. Europe Standard Time;Mettener Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Obheg / Glattenlehn;UR1219-Q1048;Unterschächen;W. Europe Standard Time;Obheg / Glattenlehn;Uri;;;GW_STATION_HAND|GW_STATION
Gruebenhütten;UR1219-Q1049;Unterschächen;W. Europe Standard Time;Gruebenhütten;Uri;;;GW_STATION_HAND|GW_STATION
Gruebenhütten;UR1219-Q1050;Unterschächen;W. Europe Standard Time;Gruebenhütten;Uri;;;GW_STATION_HAND|GW_STATION
Gruebenhütten;UR1219-Q1051;Unterschächen;W. Europe Standard Time;Gruebenhütten;Uri;;;GW_STATION_HAND|GW_STATION
Ob Hegen;UR1219-Q1052;Unterschächen;W. Europe Standard Time;Ob Hegen;Uri;;;GW_STATION_HAND|GW_STATION
Schlänggen;UR1219-Q1053;Unterschächen;W. Europe Standard Time;Schlänggen;Uri;;;GW_STATION_HAND|GW_STATION
Brunnenbergli;UR1219-Q1054;Unterschächen;W. Europe Standard Time;Brunnenbergli;Uri;;;GW_STATION_HAND|GW_STATION
Brunnenbergli;UR1219-Q1055;Unterschächen;W. Europe Standard Time;Brunnenbergli;Uri;;;GW_STATION_HAND|GW_STATION
Brunnenbergli / Egg;UR1219-Q1056;Unterschächen;W. Europe Standard Time;Brunnenbergli / Egg;Uri;;;GW_STATION_HAND|GW_STATION
Sturnen;UR1219-Q1057;Unterschächen;W. Europe Standard Time;Sturnen;Uri;;;GW_STATION_HAND|GW_STATION
Sturnen;UR1219-Q1058;Unterschächen;W. Europe Standard Time;Sturnen;Uri;;;GW_STATION_HAND|GW_STATION
Misburg;UR1219-Q1059;Unterschächen;W. Europe Standard Time;Misburg;Uri;;;GW_STATION_HAND|GW_STATION
Ritzen / Misburg;UR1219-Q1060;Unterschächen;W. Europe Standard Time;Ritzen / Misburg;Uri;;;GW_STATION_HAND|GW_STATION
Fritteren / Schluecht;UR1219-Q1061;Unterschächen;W. Europe Standard Time;Fritteren / Schluecht;Uri;;;GW_STATION_HAND|GW_STATION
Fritteren / Schluecht;UR1219-Q1062;Unterschächen;W. Europe Standard Time;Fritteren / Schluecht;Uri;;;GW_STATION_HAND|GW_STATION
Fritteren;UR1219-Q1063;Unterschächen;W. Europe Standard Time;Fritteren;Uri;;;GW_STATION_HAND|GW_STATION
Hirmi;UR1219-Q1064;Unterschächen;W. Europe Standard Time;Hirmi;Uri;;;GW_STATION_HAND|GW_STATION
Hirmi / Weid;UR1219-Q1065;Unterschächen;W. Europe Standard Time;Hirmi / Weid;Uri;;;GW_STATION_HAND|GW_STATION
Windeggen;UR1219-Q1066;Unterschächen;W. Europe Standard Time;Windeggen;Uri;;;GW_STATION_HAND|GW_STATION
Windeggen;UR1219-Q1067;Unterschächen;W. Europe Standard Time;Windeggen;Uri;;;GW_STATION_HAND|GW_STATION
Ahöri;UR1219-Q1068;Unterschächen;W. Europe Standard Time;Ahöri;Uri;;;GW_STATION_HAND|GW_STATION
Wanneli;UR1219-Q1069;Unterschächen;W. Europe Standard Time;Wanneli;Uri;;;GW_STATION_HAND|GW_STATION
Balm;UR1219-Q1070;Unterschächen;W. Europe Standard Time;Balm;Uri;;;GW_STATION_HAND|GW_STATION
Untere Balm;UR1219-Q1071;Unterschächen;W. Europe Standard Time;Untere Balm;Uri;;;GW_STATION_HAND|GW_STATION
Galliberg;UR1219-Q1072;Unterschächen;W. Europe Standard Time;Galliberg;Uri;;;GW_STATION_HAND|GW_STATION
Galliberg;UR1219-Q1073;Unterschächen;W. Europe Standard Time;Galliberg;Uri;;;GW_STATION_HAND|GW_STATION
Galliberg;UR1219-Q1074;Unterschächen;W. Europe Standard Time;Galliberg;Uri;;;GW_STATION_HAND|GW_STATION
Stein / Rossgaden;UR1219-Q1075;Unterschächen;W. Europe Standard Time;Stein / Rossgaden;Uri;;;GW_STATION_HAND|GW_STATION
Weid / Stein bei Stall;UR1219-Q1076;Unterschächen;W. Europe Standard Time;Weid / Stein bei Stall;Uri;;;GW_STATION_HAND|GW_STATION
Weid / Stein;UR1219-Q1077;Unterschächen;W. Europe Standard Time;Weid / Stein;Uri;;;GW_STATION_HAND|GW_STATION
Halten / Obflueh;UR1219-Q1078;Unterschächen;W. Europe Standard Time;Halten / Obflueh;Uri;;;GW_STATION_HAND|GW_STATION
Halten;UR1219-Q1079;Unterschächen;W. Europe Standard Time;Halten;Uri;;;GW_STATION_HAND|GW_STATION
Eggen;UR1219-Q1080;Unterschächen;W. Europe Standard Time;Eggen;Uri;;;GW_STATION_HAND|GW_STATION
Breiten;UR1219-Q1081;Unterschächen;W. Europe Standard Time;Breiten;Uri;;;GW_STATION_HAND|GW_STATION
Breiten;UR1219-Q1082;Unterschächen;W. Europe Standard Time;Breiten;Uri;;;GW_STATION_HAND|GW_STATION
Breiten;UR1219-Q1083;Unterschächen;W. Europe Standard Time;Breiten;Uri;;;GW_STATION_HAND|GW_STATION
